rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
576077,A Canon ad designed for a wrapper? (8),ANACONDA,,7d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576078,"Prison, amid uprisings, ingathered (4,4)",SINGSING,,8d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576079,Satellite from southern place over northern relative (7),SPUTNIK,,10d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576080,Disrespect ruined entry offer (10),EFFRONTERY,,13d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576081,Revised citadel's language (7),DIALECT,,15d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576082,Cap is worn by star for big waves (8),TSUNAMIS,,16d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576083,Plaintiff in essence conceals uncertainty (8),IFFINESS,,17d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576084,"Surrender soldier on vessel carrying blood (4,2)",GIVEIN,,19d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576085,Bound notice inside notice (6),HEADED,,20d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576086,Might have debts in Puerto Rico (5),POWER,,23d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576087,Vegetable and egg on capsized boat (4),OKRA,,24d,,"NY Times, Sunday, September 23, 2007 Cryptic Crossword",nytimes/C Sep2307.2.puz,nytimes
576428,Talk about pole following track event (7),DISCUSS,,1a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576429,Like a Mideasterner returning 101 clocks (7),SEMITIC,,5a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576430,"Conservative, steady ? and President (9)",CLEVELAND,,9a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576431,"End of long, unproductive harvest (5)",GLEAN,,10a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576432,All ten wild with anger (6),ENTIRE,,11a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576433,"Soldier, taking measure, employs brains (8)",GENIUSES,,12a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576434,"Sight pâté, nuts, pasta (9)",SPAGHETTI,,13a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576435,The second half of Sofia's country song (4),ARIA,,16a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576436,"Loudly criticized ""Spellbound"" (4)",RAPT,,18a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576437,Obstinate detective possibly had edge (9),PIGHEADED,,19a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576438,"One allowed to interrupt Conservative from Cologne, e.g. (8)",TOILETRY,,22a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576439,Set of clothes for topless lover (6),SUITOR,,23a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576440,"Escaped, for example, to the West Mountains (5)",RANGE,,26a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576441,A target we bombed: a Washington landmark (9),WATERGATE,,27a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576442,Novelist said to be dull fellow (7),DREISER,,28a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576443,Shoots holes in puzzles (7),RIDDLES,,29a,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576444,English title of the French board game (7),DUCHESS,,1d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576445,Work with metal fish (5),SMELT,,2d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576446,Discovers rock near huts (8),UNEARTHS,,3d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576447,Insult friends from the South (4),SLAP,,4d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576448,"Mistakenly adds nine thousand dollars, causing grief (9)",SADDENING,,5d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576449,Strange game involving Greek character and bird (6),MAGPIE,,6d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576450,Cherished today's tip concerning a certain Democrat (9),TREASURED,,7d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576451,Kind of rummy group of actors holding an audition initially (7),CANASTA,,8d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576452,"I can toss in a Macintosh computer, perhaps (9)",APPLIANCE,,14d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576453,First-rate toy sketcher (3-6),TOPDRAWER,,15d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576454,Needed 24 sheets in crimson (8),REQUIRED,,17d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576455,Went to bed bored again? (7),RETIRED,,18d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576456,Shades in more than one family room concealing place of refuge (7),DARKENS,,20d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576457,Fights yours truly over what's left of the wine (6),MELEES,,21d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576458,"Bearing right, follow path (5)",TRAIL,,24d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
576459,Lead vermin uprising (4),STAR,,25d,,"NY Times, Sunday, September 21, 1997 Cryptic Crossword",nytimes/C Sep2197.2.puz,nytimes
578355,"Tea Partier cracked, ""Go back to your own country"" (10)",REPATRIATE,,1a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578356,Biting a hand holding the first piece of cake (4),ACID,,6a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578357,Quiet carpet with raised shoulders (5),SHRUG,,9a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578358,Schiavone mixed up pizza toppings (9),ANCHOVIES,,10a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578359,Recipient of a tribute to a tailless horse (7),TOASTEE,,12a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578360,Pull fish back in a nautical direction (7),LEEWARD,,13a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578361,"Poet with bad blood type returned Army material (5,4)",OLIVEDRAB,,14a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578362,Endlessly shop without buying arches (5),BROWS,,17a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578363,"Fraternity symbol, sign and map left incomplete (5)",SIGMA,,18a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578364,"Apple computer's board in conversation with a quantum theory proponent (3,6)",MAXPLANCK,,19a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578365,"Letter from an admirer with cooler armor (3,4)",FANMAIL,,21a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578366,Football player mom dressed in sheets (7),LINEMAN,,22a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578367,"New era begins in part of the North Pacific (6,3)",BERINGSEA,,24a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578368,Pastoral poem not doing much for listeners (5),IDYLL,,25a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578369,Opponent of Clinton's welfare system (4),DOLE,,26a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578370,Unsafe terminal riled up (10),ENDANGERED,,27a,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578371,Nuts to stir with egg and grains in an Italian style (7),RISOTTO,,1d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578372,Temporarily leave a jacket for cold weather (5),PARKA,,2d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578373,"Reunited what a woman's financial planner wants? (8,5)",TOGETHERAGAIN,,3d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578374,"After losing the lead, National Leaguer is furious (5)",IRATE,,4d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578375,"Knock down and punch a fisherman's companion (6,3)",TACKLEBOX,,5d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578376,"Stylish in the past, an urban Prairie Stater (9)",CHICAGOAN,,7d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578377,Square dance figures I inserted between Spanish couples? (2-2-3),DOSIDOS,,8d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578378,A bracing novel oddly needing to be straightened (13),OVERBALANCING,,11d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578379,"Range line shifted, as a rule (2,7)",INGENERAL,,15d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578380,"Ron, taking walks, tells stories rather aimlessly (7,2)",RAMBLESON,,16d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578381,"Beads of plastic in convertible (4,3)",SOFABED,,18d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578382,Lit class was first (7),KINDLED,,20d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578383,Andes native in gorilla mask (5),LLAMA,,22d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
578384,"Might, or a position of power (5)",MAYOR,,23d,,"NY Times, Sunday, September 19, 2010 Cryptic Crossword",nytimes/C Sep1910.2.puz,nytimes
576710,"Vocal rendition: end of ""White Room"" (6)",ALCOVE,,1a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576711,Guess I'm dividing property (8),ESTIMATE,,4a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576712,"Catch Roz at last in Cummings, a bar for swingers (7)",TRAPEZE,,10a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576713,Spiteful Tim leaving sufferer with debts (7),VICIOUS,,11a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576714,Irritation drove yours truly to break lease (10),RESENTMENT,,12a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576715,Head of Cambodia duped African nation (4),CHAD,,13a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576716,Takes on entire amount amid choppy seas (7),ASSUMES,,15a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576717,"Approve of last part (all but the opening) of ""Equus"" (7)",ENDORSE,,17a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576718,Former wife modeled naked (7),EXPOSED,,19a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576719,Eastern seaman hurried to the west to tell a story (7),NARRATE,,21a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576720,Dog food (4),CHOW,,23a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576721,High-frequency insulator diffused cold (10),ULTRASONIC,,24a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576722,Audibly closing lid (7),CEILING,,27a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576723,A poet is off drugs (7),OPIATES,,28a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576724,Extend North Carolina college entrance (8),ELONGATE,,29a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576725,A deadly sin? Yes (6),AGREED,,30a,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576726,Substitute to change neat arrangement (9),ALTERNATE,,1d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576727,Mechanic has sister holding part of an automobile (7),CHASSIS,,2d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576728,"Strange name: Stevie Le Duc Tho, e.g. (10)",VIETNAMESE,,3d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576729,Girl's magazine spotted covering something newsworthy (9),SEVENTEEN,,5d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576730,Old Indian in California (4),INCA,,6d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576731,One more alien on Earth (7),ANOTHER,,7d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576732,"Stopped going topless, relaxed (5)",EASED,,8d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576733,About one thousand five hundred sheets of paper (4),REAM,,9d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576734,Treating spot on clothing (10),ADDRESSING,,14d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576735,Incidental information is brought up to provide amusement (9),SIDELIGHT,,16d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576736,Used tax dollars primarily outside of emergency room (9),EXERCISED,,18d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576737,Front of villa is in surprisingly poor condition (7),PROVISO,,20d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576738,"Mouseketeer bet about ten, raised (7)",ANNETTE,,22d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576739,Conceal constant pain (5),CACHE,,23d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576740,One involved in craggy rock-climbing melee (4),RIOT,,25d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
576741,Elmer Fudd's engagement present: a piece of chicken (4),WING,,26d,,"NY Times, Sunday, September 17, 2000 Cryptic Crossword",nytimes/C Sep1700.2.puz,nytimes
579261,"Beach tank top getting mixed appreciation (3,2,3,4)",PATONTHEBACK,,1a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579262,"Overly protracted repast's ending with tea (3,4)",TOOLONG,,8a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579263,Horses carrying in armed forces (7),MARINES,,9a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579264,"Stadium sections, for crying out loud (5)",TIERS,,11a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579265,Natural at spinning? (9),TARANTULA,,12a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579266,"Alcoholic present that'll show you (2,5)",SOTHERE,,13a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579267,Stripped inside of hipster nightclub (7),CABARET,,14a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579268,Appropriate first words from Ezra? (7),IMPOUND,,16a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579269,Classic frozen-food company's ultimate work left unfinished (7),SWANSON,,19a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579270,Make a whole new gene trait (9),INTEGRATE,,21a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579271,Place for cattle to buy some time (5),STALL,,23a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579272,No tab on improved tiny self-propelled device (7),NANOBOT,,24a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579273,"Asian ballad: ""Sea Sounds"" (7)",LAOTIAN,,25a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579274,Knock back party beverage in the kitchen? (12),COUNTERPUNCH,,26a,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579275,"Bats tip over - this I've gotta see to believe (5,2)",PROVEIT,,1d,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579276,Something a bride has heard right - twice (9),TROUSSEAU,,2d,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579277,Lingerie item approaching formal wear (7),NIGHTIE,,3d,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579278,"Grand in scale, like a grand slam? (7)",HOMERIC,,4d,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579279,Peer for egg in farm building (5),BARON,,5d,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579280,Beat head-banger on the ears? (7),CONQUER,,6d,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579281,Number cruncher standing with Italian artist in conversation (12),STATISTICIAN,,7d,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
579282,"A marked beginning for fresh rising talent (8,4)",STARTINGLINE,,10d,,"NY Times, Sunday, September 15, 2013 Cryptic Crossword",nytimes/C Sep1513.2.puz,nytimes
